keyword_count,years_experience,word_count,role_count,education_level,cert_count,sentiment_score,public_repos,followers,github_years,avg_stars_per_repo,connections,num_skills,has_linkedin,relevant_skills,resume_score,github_score,linkedin_score,total_score
1,0,202,1,2,0,0.2551334216089744,0,19,5,0.343211169896303,137,6,1,1,20.551334216089742,5.343211169896303,19,40.48807671753601
1,0,94,0,1,1,0.28784535729984395,5,29,1,1.452745447789082,131,8,1,2,15.878453572998438,7.452745447789082,21,47.24116804287339
5,0,126,2,2,0,0.09856250440180502,4,52,4,3.1485714466885337,4,8,1,1,35.98562504401805,11.148571446688534,17,66.58102141708378
3,1,194,0,1,0,0.14710774976146898,1,34,2,1.133531256585773,79,5,1,1,17.47107749761469,4.133531256585773,18,45.22407520505671
4,2,176,2,1,0,0.15081213079503464,3,48,1,1.2625396199931358,62,6,1,1,32.50812130795035,5.262539619993136,18,49.98068274447236
2,1,187,2,2,1,0.10960878348373232,6,39,0,8.58888085337119,262,10,1,0,34.09608783483732,11.0,20,70.46413931106561
1,1,176,1,1,0,0.020158607864218525,3,67,3,1.1078425908100231,29,9,1,2,15.201586078642185,7.107842590810023,19,36.913608942269676
1,2,214,1,1,2,-0.1254478941297708,2,61,5,1.8530463130493458,31,5,1,2,25.74552105870229,8.853046313049346,19,65.30178382766704
0,0,158,1,1,1,0.3195452711752981,1,38,3,0.1121666770755367,52,5,0,0,18.19545271175298,4.112166677075536,11,28.86525955547889
0,1,179,1,1,0,0.044610699555245714,4,56,0,3.6929815045403958,27,2,1,0,12.446106995552457,7.692981504540396,9,23.3052195355746
3,1,138,2,1,1,0.35665091267059085,13,103,0,2.089203258510151,13,5,1,2,34.56650912670591,13.089203258510151,19,65.2031865825222
3,1,177,2,2,0,0.27394094886164627,5,28,0,1.035096684242475,194,4,1,1,33.73940948861646,6.035096684242475,18,63.01633060103605
4,4,178,1,1,2,0.15943116201937468,0,26,2,0.03260338695282645,81,8,1,3,40.0,2.0326033869528266,22,65.8078417442283
2,0,136,1,1,1,0.2616422104814734,3,72,4,1.791353439216397,197,3,1,1,23.616422104814735,8.791353439216397,16,56.80528475677709
4,2,196,2,1,0,0.24251332467137215,11,43,0,0.025477242587043973,177,3,0,0,33.42513324671372,10.025477242587044,9,50.948127661175064
1,2,197,2,1,0,0.08982256370602262,0,3,5,0.0024086776679675907,33,5,1,2,22.898225637060225,5.002408677667968,19,44.45079955236551
2,0,200,1,1,0,0.19850222263703696,20,111,2,1.9147388632086357,79,3,1,3,17.98502222637037,14.914738863208635,18,47.227483635554854
0,2,218,1,3,2,0.1020161227458508,14,1,3,0.41901653978066433,8,5,1,1,35.02016122745851,13.419016539780664,17,62.807641588864634
5,0,177,1,2,0,0.2654128002171092,0,68,10,0.42610811800695064,246,3,1,1,32.65412800217109,5.426108118006951,17,48.09416489055509
2,0,98,2,1,1,0.12847790482006122,13,71,0,2.1184268318074486,51,8,0,0,27.284779048200612,12.118426831807449,11,47.15909906224908
2,8,284,0,1,0,0.19033704638033278,2,152,6,0.11038532766960502,50,3,1,3,28.903370463803327,8.110385327669604,18,48.96134284176339
3,10,277,1,0,2,0.18602010809892505,9,2,0,0.7520229960251027,36,10,1,2,40.0,9.752022996025103,19,72.34687319263563
2,4,167,1,1,0,0.21215790005393823,2,45,1,0.3237016046465956,61,4,1,1,26.121579000539384,3.3237016046465957,16,52.846253201382
5,1,181,1,1,1,0.36625550811140223,2,27,5,1.7358411679723973,29,6,1,1,35.66255508111402,8.735841167972398,17,62.50659452353302
2,0,118,1,1,0,0.17590394171440818,5,20,7,2.1680296325359287,46,3,1,1,17.75903941714408,12.168029632535928,13,39.55757130763381
2,3,198,2,1,1,0.32179271419745153,7,4,2,2.5540610924248575,160,5,1,1,35.21792714197451,11.554061092424858,20,70.49336736746302
2,1,120,0,0,0,0.24799969943350378,0,41,2,0.5893629341072585,179,7,1,1,10.479996994335037,2.5893629341072586,20,32.87306150906605
3,0,125,1,0,0,0.3418402546036583,4,32,3,0.1869731407828495,36,10,1,2,17.41840254603658,7.186973140782849,19,48.67961432755483
3,2,191,0,3,0,0.1661564215185181,1,5,5,0.1639036477943123,63,7,1,0,29.66156421518518,6.163903647794312,16,47.09832854225779
3,0,182,0,1,1,0.26961362419695684,2,47,0,1.1107798784271794,207,6,1,1,21.69613624196957,3.1107798784271794,21,41.42690166937824
5,7,229,1,1,0,0.1940731977399659,2,66,4,5.831788123584577,5,6,1,2,40.0,11.0,19,73.63079560787781
1,0,141,1,0,1,-0.09893930211632135,3,72,1,0.4911081898697558,219,6,0,0,12.010606978836787,4.491108189869756,14,30.40038075301839
2,3,116,1,0,0,0.09101564149795245,2,117,1,0.5934230345146235,24,2,0,0,17.910156414979525,4.593423034514624,4,31.13796294679867
1,1,153,1,2,1,0.2582376945952752,0,26,1,0.21269712301961374,113,0,1,0,27.582376945952753,1.2126971230196137,7,31.502453601850043
2,2,186,0,1,2,0.2516264916279999,0,152,2,1.8606285772847424,87,3,1,1,27.51626491628,4.860628577284743,14,48.54515681436096
3,2,160,1,1,1,0.07050226113650768,0,100,8,2.2780741863273772,80,9,1,2,28.705022611365077,8.278074186327377,20,59.71553319308112
3,0,149,2,1,0,0.22203675488380037,3,17,2,2.059653643076166,196,4,1,2,26.220367548838006,7.059653643076166,20,45.59441507844283
2,10,244,2,2,0,0.25032602265255055,15,8,9,3.948437570865653,10,10,0,0,40.0,18.948437570865654,10,68.93133181519073
1,4,180,1,0,0,0.19653344302623935,0,28,0,1.3327216594272113,42,8,1,1,17.965334430262395,1.3327216594272113,17,26.217096974576954
4,8,232,1,0,0,0.27288186376596363,14,25,3,0.2887965408707951,77,5,1,1,35.728818637659636,13.288796540870795,18,74.36688212136832
1,6,201,2,1,1,0.2592555307928769,6,42,5,0.6833056313278122,166,7,1,2,37.59255530792877,11.683305631327812,22,64.68785374681943
2,2,213,0,1,1,0.19648564205952926,5,43,3,2.1719646080657418,24,4,0,0,21.964856420595293,10.171964608065743,8,39.19235914731396
2,7,153,2,1,2,0.14891751811358817,5,69,2,1.8992916265160638,162,9,1,1,40.0,8.899291626516064,20,68.87478424186368
2,0,133,2,1,0,0.304254159209251,8,35,2,1.514318367568113,51,2,1,1,24.04254159209251,11.514318367568112,12,42.74618468074628
0,0,123,0,1,1,0.24631620978788216,0,5,5,2.2974825350389247,20,2,1,1,12.463162097878822,7.297482535038925,11,40.00666804526336
4,0,156,0,2,0,0.061856734746970204,3,97,5,2.0288594951823176,142,1,1,2,22.618567347469703,10.028859495182317,13,42.1889527262705
1,1,162,2,1,1,0.22208976560813876,5,18,0,4.262731366270942,9,2,1,3,27.220897656081387,9.262731366270941,15,50.134663121315945
0,1,208,1,0,0,0.08489752905422664,4,177,5,1.7638577301312517,72,5,1,3,7.848975290542266,11.763857730131251,22,38.16534146963874
2,0,208,0,1,0,0.10354320675708249,8,6,1,3.0155807911706263,6,4,1,0,12.035432067570826,12.015580791170626,13,33.56105475605011
2,5,176,1,3,0,0.1348089964614363,0,158,0,0.57191952886278,44,9,1,2,37.34808996461436,1.57191952886278,19,57.37510333664767
3,1,160,1,1,1,0.2044873235659702,5,4,6,2.2675418542939547,91,5,1,2,28.0448732356597,12.267541854293954,20,63.827691097903944
2,0,155,1,2,2,0.23744855775912857,3,13,1,4.649541129026424,81,4,1,3,33.37448557759129,8.649541129026424,20,62.824682470420726
0,2,146,1,0,0,0.15910581107587285,2,2,4,0.9746489955737228,51,7,1,1,10.591058110758729,6.974648995573723,18,31.77306361275949
2,0,168,2,1,0,0.16348173837062657,2,61,0,3.0201282490934287,56,3,1,2,22.634817383706267,5.020128249093428,16,43.62348665754937
2,4,182,1,0,1,0.1496756344698319,4,94,0,2.5804365944170877,25,6,1,0,25.49675634469832,6.580436594417088,15,40.242166547141
3,0,117,1,1,1,0.3047513637087629,11,28,2,0.12274296965100488,60,9,1,2,27.04751363708763,12.122742969651005,20,65.08656320385823
2,13,271,1,3,0,-0.08529435035996535,3,131,0,1.7421964899645699,306,9,1,1,40.0,5.74219648996457,23,66.21237603507058
2,4,160,1,3,1,0.16913225903252171,8,44,4,0.27895946756134604,190,3,1,2,40.0,12.278959467561346,18,68.01665041038632
0,0,181,0,1,2,0.35449847953823665,2,49,0,6.841933359539697,15,7,1,2,18.544984795382366,7.0,19,34.8142404908097
3,0,207,2,1,2,0.2517230050277387,0,93,1,3.3363333811911455,3,10,1,1,36.51723005027739,4.336333381191146,17,55.320077947271656
3,5,207,2,3,0,0.32668472405671245,0,17,0,0.23244705744542885,271,5,1,2,40.0,0.23244705744542885,24,72.64405812220544
4,3,183,1,1,1,-0.0034248859510923046,0,21,1,0.25965252483255,74,2,1,0,32.965751140489076,1.25965252483255,10,47.283009133842256
0,3,184,1,0,1,0.07577507685308774,2,118,4,1.8051398626681368,77,4,1,1,16.757750768530876,8.805139862668137,16,47.10787622681737
4,4,225,0,1,0,0.2514048140686468,2,115,0,0.845901715847896,151,8,0,0,27.51404814068647,3.845901715847896,13,44.94300383469572
0,0,184,1,1,1,0.3550630593257668,6,187,3,0.07105925407342532,37,4,1,1,18.55063059325767,10.071059254073425,15,30.520903908093533
2,1,156,1,1,1,0.08587637831552722,6,116,7,1.5602073341109488,65,7,1,3,23.858763783155272,13.560207334110949,22,59.766981485457265
1,0,157,1,1,0,0.16122382172934777,0,6,3,0.9815398468140293,346,8,1,1,14.612238217293477,3.9815398468140293,23,42.59984291840657
2,5,219,2,1,0,0.2401464141866995,1,86,4,0.21311466838954232,111,6,1,2,33.401464141866995,5.213114668389542,21,64.09277451607186
2,2,135,1,1,1,0.05475016029123028,1,26,0,3.2381725395571412,16,7,1,3,25.547501602912302,4.238172539557141,21,50.60197261463988
0,1,196,1,0,1,0.2521691259580983,3,234,0,4.932015102956715,14,3,0,0,14.521691259580983,9.932015102956715,6,26.59475131752552
2,0,202,2,1,0,-0.06756846490362367,0,31,6,2.826048353716226,22,2,1,2,20.324315350963765,7.826048353716226,13,40.654361208832675
4,1,194,0,2,1,0.24922394644648552,0,40,3,3.456694151551747,145,2,1,1,31.492239464464856,6.456694151551747,13,49.237632291484495
1,1,122,1,1,1,0.10049150321121574,14,37,3,0.4879443560642694,35,6,1,2,21.00491503211216,13.48794435606427,19,56.11108223835582
2,3,120,1,1,1,0.15524028094835865,8,19,3,0.6118901975825654,2,4,1,1,28.552402809483585,11.611890197582566,15,54.67944041872294
3,3,201,1,3,0,0.26518839479369677,0,3,1,0.4677203906761068,288,5,0,0,37.651883947936966,1.467720390676107,15,49.16890987989191
0,6,187,2,3,1,0.2447252155492251,2,113,0,2.8968794439553114,18,5,1,2,40.0,5.896879443955312,19,67.73137853664929
2,1,168,1,1,0,0.19920187956482957,2,81,4,5.909836389214815,0,7,1,2,19.992018795648296,11.0,19,46.29773128910232
1,0,196,2,0,0,0.296904055163535,7,7,3,2.523466611007501,27,2,1,0,15.96904055163535,12.523466611007501,9,35.91252393822629
0,3,160,1,2,1,0.029982398738117644,3,74,1,4.265123785157047,26,5,1,2,26.299823987381178,8.265123785157048,19,51.245357570928924
1,4,178,1,2,0,0.2204414371501414,0,49,6,2.0360882713294144,54,5,1,2,28.204414371501414,7.036088271329414,20,56.42661746300145
3,2,178,2,3,1,0.12098298691415173,6,26,1,0.9809348655654427,253,5,1,2,40.0,7.980934865565443,24,65.12452041427409
1,4,151,0,2,0,0.29180314686799863,2,14,1,1.109421327756708,211,4,1,0,23.918031468679985,4.109421327756708,17,45.18799402559307
2,2,147,0,1,0,0.268706706963612,1,98,6,0.1566181921897127,61,8,1,3,17.68706706963612,6.156618192189713,22,51.245880586003075
1,2,170,1,1,0,0.2723348218864005,2,60,4,0.06392520030717487,52,2,0,0,19.723348218864004,6.063925200307175,5,31.266130497448394
5,1,150,1,0,2,0.36453818327071347,3,39,2,2.3780081548715444,80,10,1,2,35.64538183270714,7.378008154871544,20,59.68624188421157
1,0,168,0,1,1,0.31263475324349776,2,47,0,1.1540337469655504,27,6,1,2,16.126347532434977,3.1540337469655504,19,36.45212393515646
4,0,232,1,1,1,0.18425786662265892,1,4,0,1.60688444891209,5,5,1,0,28.84257866622659,2.6068844489120897,15,47.92820204748927
2,0,152,1,1,0,0.19987321465125032,2,32,3,1.6313585647021396,280,4,0,0,17.998732146512502,6.63135856470214,13,40.43157821887385
0,3,154,1,1,0,0.26009383807117264,0,10,1,0.64973197821247,20,4,1,2,18.600938380711725,1.64973197821247,17,44.7703540897555
1,1,202,2,2,2,0.21361746747478294,7,11,5,1.292116967385998,22,5,1,1,37.13617467474783,13.292116967385997,17,59.29957873051045
3,2,122,1,1,0,0.2705173321909718,0,54,8,1.2726273652991302,63,3,1,0,25.70517332190972,6.2726273652991305,12,45.29498953046245
2,7,178,2,1,0,-0.023032042477302866,0,121,4,0.9834426282771516,67,3,1,2,34.769679575226974,5.983442628277151,16,57.68008540608689
3,0,132,0,0,1,0.38808035187933165,5,25,1,3.43711522999092,1,6,1,2,17.880803518793318,9.43711522999092,19,45.98412285789759
3,1,151,1,1,0,0.2061028583556321,7,11,4,1.1999112275463912,16,4,1,2,23.061028583556322,12.19991122754639,17,54.03813767290502
1,4,171,2,2,1,0.037753466910743994,8,52,1,1.8508876099987208,47,6,1,1,36.37753466910744,10.85088760999872,17,63.080742595055
0,0,149,1,1,1,0.10862066484164787,3,102,0,4.517521531289645,115,5,1,0,16.08620664841648,8.517521531289646,17,36.609659624782985
1,0,158,1,3,0,-0.012932705116922266,1,68,0,4.023320909574624,25,6,1,2,22.870672948830777,5.023320909574624,19,47.96162348804776
4,1,192,1,1,0,0.09097649198142493,6,101,1,4.422241028436301,54,7,1,2,24.90976491981425,12.4222410284363,20,60.578278447106854
2,0,152,0,1,0,0.18577515713602144,6,38,7,0.6294351786714912,81,2,0,0,12.857751571360215,11.629435178671491,5,29.25061729003513
4,7,203,1,1,1,0.3514714612494403,1,69,0,0.0712180619535598,219,8,1,2,40.0,1.0712180619535598,23,69.36793077875731
3,4,220,1,1,1,0.24106745854198008,11,7,0,0.6050955088002349,39,4,1,1,34.4106745854198,10.605095508800234,15,58.828784460391816
2,3,155,2,2,0,0.22328606119645758,0,21,10,0.6534206467756379,14,5,1,0,34.232860611964576,5.653420646775638,15,57.18911065174793
3,6,161,0,1,0,0.08648954787842883,20,24,0,4.801726533826558,67,4,1,3,26.864895478784288,14.801726533826557,20,53.75790594843813
2,4,226,2,2,1,0.11755146943464886,9,35,4,2.095321682583615,137,10,1,2,40.0,15.095321682583615,21,87.30747746988831
2,0,184,2,1,1,0.1253072306627805,5,132,1,0.1704709125100656,11,3,1,2,27.253072306627804,7.170470912510066,15,48.28564662237865
2,6,186,0,2,0,0.12938713878138947,13,103,0,0.2909271022227138,55,0,1,3,29.293871387813894,11.290927102222714,12,50.14386659968871
3,2,158,1,0,0,0.16484631237513953,6,7,7,0.3384382409701599,1,7,1,3,19.648463123751394,11.33843824097016,21,50.65814516028233
1,4,162,2,2,0,0.1723988938283519,1,9,0,1.990785566788556,3,10,0,0,32.72398893828352,2.990785566788556,10,40.97085407718731
2,6,219,2,1,1,0.1660921626373152,2,22,2,2.6591780703148644,65,8,1,1,39.66092162637315,6.659178070314864,18,58.47751693276159
3,1,211,1,1,2,0.13286757697315177,0,17,0,3.9271451792454624,35,5,1,3,32.32867576973152,3.9271451792454624,21,57.46104258949612
2,0,171,1,1,0,0.21350531658122265,2,47,0,5.648153150894584,186,3,1,2,18.135053165812227,7.0,18,43.70563191647897
0,0,181,1,3,1,0.16855852166332252,6,116,0,0.45055304242213706,92,2,1,1,26.685585216633225,7.450553042422137,12,47.25551665139987
1,1,184,1,0,0,0.040443275377777255,2,163,0,0.7414680069131755,60,5,1,2,10.404432753777773,3.7414680069131756,20,33.976189546236405
2,5,199,1,1,0,0.20343818222579352,2,53,0,0.5497235581169114,52,7,1,1,28.034381822257934,2.5497235581169115,18,48.16866536462733
2,5,232,1,2,0,0.18832360022184236,4,91,4,0.8887078431868188,68,6,1,3,32.883236002218425,8.888707843186818,22,57.75656379162294
1,0,172,0,1,1,0.042037254744482416,10,37,1,4.922343701919371,4,4,1,1,13.420372547444824,15.92234370191937,15,41.905871525963995
0,2,213,0,0,0,0.1408698553303462,0,11,1,1.7118620170539098,223,0,1,2,5.408698553303462,2.71186201705391,13,21.92693353937288
5,1,146,1,1,1,0.2597072561011359,2,37,1,2.6802869522341024,637,6,1,2,34.59707256101136,5.680286952234102,29,66.58365372397205
2,0,97,1,1,0,0.08635500613392955,0,40,7,1.3471567538508218,20,8,1,2,16.863550061339296,6.347156753850822,19,43.67155007442624
1,0,181,1,3,0,0.07578209302715065,5,67,7,0.05856498231035419,12,2,1,2,23.757820930271507,10.058564982310354,13,46.140338346931095
2,1,170,1,2,0,0.16751163780082615,0,12,3,0.13269735375809175,15,2,0,0,24.675116378008262,3.1326973537580916,4,31.093212570479462
0,8,221,1,1,1,0.2622932269811964,5,22,6,1.5440476055784162,108,3,1,1,33.62293226981196,11.544047605578417,15,61.20332364104146
2,1,152,0,3,0,0.3810327590722696,1,22,1,2.5373002511339964,108,4,1,0,26.810327590722697,4.537300251133996,15,48.77334332009788
1,2,246,1,1,1,0.2658935354853684,1,160,1,0.4849854080893136,188,7,1,2,24.658935354853686,3.4849854080893135,22,53.68402674228168
3,3,160,2,0,0,0.30848277401561086,13,29,2,2.559617889544896,139,7,1,1,28.084827740156108,14.559617889544896,19,71.55965842145362
4,1,134,1,1,0,0.23466976285016639,0,70,2,3.3284828628471264,59,9,1,1,26.346697628501666,5.328482862847126,18,53.99409000718308
2,10,252,1,1,0,0.13148840203572698,2,69,1,1.061707979509642,94,7,1,0,37.31488402035727,4.061707979509642,16,49.97437237475333
0,9,275,1,0,0,0.26517110765969126,0,15,1,2.7441457971712904,116,8,1,1,25.65171107659691,3.7441457971712904,19,42.97654618348626
2,0,218,2,3,0,0.1914391951071879,3,42,12,1.0351297308168648,71,5,1,2,32.91439195107188,9.035129730816864,20,60.576287724223995
2,2,189,0,2,0,0.23770338378280131,3,112,5,2.2685864761668473,64,6,1,2,22.377033837828012,11.268586476166847,20,49.83103519414033
3,1,121,1,1,1,0.1053970173649039,1,32,1,2.88782194230279,103,6,1,1,27.053970173649038,4.88782194230279,19,52.89427641836005
5,1,219,1,1,1,0.2466445800839806,0,145,3,9.638365679262565,81,3,1,2,34.46644580083981,9.0,16,61.949407556791314
2,0,149,1,2,0,0.18794918032341038,2,12,0,0.8474516354558592,103,6,1,1,22.879491803234103,2.847451635455859,19,42.30938049600703
3,2,144,0,3,0,0.2231257747184084,5,3,0,1.05879666939264,94,6,1,2,30.231257747184085,6.05879666939264,20,62.23843040750184
3,2,137,1,2,0,0.1914926825174868,7,111,1,0.3621328322097837,127,4,1,1,29.914926825174867,9.362132832209785,17,63.54805971876377
2,0,175,0,1,0,0.17227968846583172,3,94,1,0.4564957585235783,102,9,1,2,12.722796884658317,4.4564957585235785,21,29.120152930903906
5,0,157,1,2,0,0.24846907796184087,4,245,0,2.364390026518101,73,4,1,1,32.48469077961841,8.364390026518102,16,49.704691033492296
2,7,230,1,1,1,0.15939088711084365,1,56,5,4.9789282021281736,114,10,1,1,36.59390887110844,10.978928202128174,19,72.05903783103409
5,0,188,0,1,0,0.04113118696224102,1,137,1,1.0037481231685912,59,5,1,2,20.41131186962241,4.003748123168592,20,48.76420491979117
0,0,125,2,0,0,0.012602992431755472,0,87,2,0.39652251546673506,27,3,1,0,10.126029924317555,2.396522515466735,11,26.0358115278009
1,2,210,0,0,0,0.2184416569426978,1,93,0,0.6712238118959855,0,9,1,3,9.184416569426979,1.6712238118959855,21,31.910339094202584
1,12,254,2,1,0,0.1552782185271144,1,42,0,1.214128720054089,82,7,1,2,40.0,2.214128720054089,20,61.69854465677806
2,0,214,1,1,1,0.027090082256794934,3,24,6,0.6868133710884342,89,3,1,1,21.27090082256795,8.686813371088434,14,46.640711360793105
1,3,197,0,0,0,0.21065349670537806,4,136,2,0.5320475206407865,357,2,1,2,11.106534967053781,7.532047520640787,20,39.52096570009202
1,4,162,0,2,0,0.19061254450266407,14,28,9,2.6634948457075582,44,7,1,0,22.90612544502664,17.663494845707557,15,62.10823382561513
0,0,89,2,0,1,0.15003864067772676,1,38,15,0.015751709041795257,50,5,1,2,16.500386406777267,6.015751709041795,20,39.10991837334845
3,3,204,0,1,0,0.22468093181808527,5,29,1,1.549714840710129,22,5,1,3,22.24680931818085,7.549714840710129,21,50.886501468165285
3,1,148,0,1,1,0.3315094010107804,8,41,1,3.15749549143367,7,5,1,1,24.315094010107803,12.15749549143367,17,57.924266076451815
0,3,175,1,3,1,0.3284590718685139,4,31,5,0.6191146310493263,148,4,1,2,34.28459071868514,9.619114631049326,19,63.72579628535985
1,3,202,1,1,0,0.2143764643108585,1,2,15,1.8491071033414144,28,10,1,1,21.143764643108586,7.849107103341415,17,49.35866842292157
2,2,200,1,0,1,0.19152895671371467,1,106,2,2.210670306844189,93,4,1,2,21.915289567137147,6.2106703068441895,18,49.419068917725085
5,0,186,0,1,0,0.2157735207611681,0,29,4,2.1285648965917763,116,6,1,1,22.15773520761168,6.128564896591776,19,45.16209519038634
1,5,164,1,2,1,0.23090069327743484,1,44,4,1.1806384212966008,63,7,1,1,35.30900693277435,6.180638421296601,18,54.38630670456196
3,1,202,0,3,0,0.17317018229419448,6,7,1,0.8510641835867152,209,3,1,3,27.731701822941943,7.851064183586715,21,52.843850807935155
0,0,132,0,1,0,0.21745430599531024,0,0,2,3.6148519779051553,58,4,1,1,7.174543059953102,5.614851977905156,16,23.370562853670812
2,0,82,1,1,1,0.042637042895820265,1,14,5,2.841324100771551,33,2,1,2,21.4263704289582,8.841324100771551,13,33.98777079141398
1,2,134,1,3,1,0.20813488833467644,6,60,3,0.7750200594713087,226,8,1,2,34.08134888334676,9.77502005947131,23,72.31517576332534
1,3,186,0,0,2,0.24768135950246048,7,5,0,0.21744163127717245,197,9,1,2,21.476813595024606,7.217441631277173,22,41.264140191960124
2,0,120,1,1,1,0.15101580579935941,3,119,1,0.14903236264820177,17,9,1,2,22.510158057993593,5.149032362648202,19,55.966491544038114
2,2,167,1,1,0,0.19045273557139014,5,12,0,0.19804126142020598,2,8,1,2,21.904527355713903,5.198041261420206,19,43.46363195908142
1,0,160,2,0,0,0.08884946192988762,2,11,0,1.7487116474659372,9,2,1,0,13.888494619298877,3.748711647465937,9,25.24542968566884
1,3,174,2,1,0,0.07496864170406867,0,10,7,0.10608897119113778,33,10,1,3,24.749686417040685,5.106088971191138,21,43.281307892850336
1,0,135,2,1,0,0.2210815077959191,2,0,0,0.8217400014126834,358,1,1,2,20.21081507795919,2.8217400014126834,18,42.95538934908221
1,3,142,0,1,0,0.1270436984262384,4,73,0,2.7983515582973464,81,5,1,1,15.270436984262384,6.798351558297346,18,38.76432719512574
3,1,160,0,3,2,0.022317433842397538,14,103,1,0.6972666336673558,46,4,1,1,36.22317433842397,12.697266633667356,15,64.22592914853682
2,8,168,1,1,0,0.0888221700865558,0,47,2,2.881991774336703,219,6,1,2,32.88822170086556,4.8819917743367025,23,56.834595723600934
5,0,129,1,2,0,0.1033620906207931,3,10,2,2.736649870984368,60,3,1,3,31.03362090620793,7.736649870984368,18,59.17434964313792
1,1,132,1,0,0,0.2774580497731742,1,16,0,0.5642673403743166,37,8,1,3,12.774580497731742,1.5642673403743166,21,31.219260801685557
3,0,142,2,1,1,0.21791140113684676,3,32,0,2.609961022526442,283,0,1,3,31.17911401136847,5.609961022526441,16,53.18290618208162
2,7,213,2,0,1,0.11283978018426999,0,154,0,2.7548804559783915,189,8,0,0,36.1283978018427,3.7548804559783915,13,55.19318681229853
3,6,238,2,3,1,0.14122340950288406,1,14,2,1.0131822892384166,185,7,0,0,40.0,4.013182289238417,13,64.2697275207399
3,0,197,1,2,0,0.3312084416107226,8,65,0,0.4725094662424899,71,3,1,3,27.312084416107226,8.47250946624249,18,57.81409859790364
3,3,146,1,1,1,0.2936102435196951,4,28,8,1.4732404006049544,155,3,1,1,32.93610243519695,10.473240400604954,16,59.85873843781265
0,5,259,1,2,0,0.0881939572018172,2,17,1,5.086705785994821,19,4,1,1,25.881939572018172,8.0,15,48.8420994477121
3,2,146,0,1,1,0.31635258596263266,1,30,0,2.0411743634353954,85,1,1,1,26.163525859626326,3.0411743634353954,10,40.77176048638096
2,2,175,1,3,1,0.191937119155019,1,3,3,0.37971374653504125,412,4,1,2,36.91937119155019,4.3797137465350415,25,70.13264551874633
1,0,165,0,2,0,0.2799611626056244,2,80,1,2.2961739999941635,34,3,1,1,15.799611626056244,5.2961739999941635,13,30.374226687264873
2,0,223,1,3,1,0.18366920449984933,9,13,3,1.1144478968174718,158,4,1,0,32.83669204499849,13.114447896817472,16,66.46718661247212
3,6,193,1,1,1,0.3185829198742175,17,64,0,1.790667725057969,67,8,1,1,39.18582919874218,11.790667725057968,18,64.29152577919993
0,6,156,1,0,0,0.08403793884602014,2,3,2,2.6489994647017947,4,9,1,1,17.8403793884602,6.648999464701795,17,43.77094414295545
2,3,224,2,1,1,0.17445495686184842,2,155,4,1.4469956807154059,143,1,1,1,33.74454956861848,8.446995680715405,11,55.898680902209904
0,1,134,1,0,0,0.3216459777899117,9,10,7,3.363844901544646,18,8,1,2,10.216459777899118,17.363844901544645,19,43.222479239440865
0,1,149,2,1,0,-0.03926081481972629,2,107,0,2.5613879195535922,99,1,1,0,16.60739185180274,5.561387919553592,8,22.456876729125014
2,3,146,1,1,0,0.19539385958755348,4,82,1,1.9094049127902553,8,3,1,3,23.953938595875535,6.909404912790255,17,46.540498345644195
1,6,199,1,1,0,0.16064536801268126,1,171,1,0.3269041785291999,293,6,1,3,26.606453680126812,3.3269041785291997,26,42.78400368236051
0,6,184,1,0,1,0.26846612305437456,6,32,7,3.6151571999422205,34,8,1,3,24.684661230543746,14.615157199942221,21,59.4079968777806
